"Temperature","Humidity","PM2.5","PM10","NO2","SO2","CO","Industrial_Vicinity","Population_Density"
25.6,49.6,0.1,3.9,22.8,4.9,1.02,13.8,575
27.4,79.4,6,11.9,35.5,17.6,2.47,3.5,831
32.4,57.8,18,29.1,26.1,9.8,1.71,7.4,299
26.3,73.3,17.7,23.6,35.2,14.1,1.77,6.3,482
33.5,56.1,0.1,8.8,31.2,5.7,1.41,5.6,351
26.7,65,1.3,8.7,22.5,4.4,1.05,10.5,208
24.3,72.9,1.9,10.4,22.7,2.1,0.89,10.8,300
41.4,61.5,17.6,41.6,32.9,11.4,2.78,4.6,593
32.9,79.1,1.5,6.7,30.9,20.2,1.77,5.5,344
28.8,79.7,8.8,20.2,23.1,6.5,1.48,7.5,350
23,53.6,0.3,4.9,24.6,4.8,1.02,10.3,581
25,64.5,6.9,15.4,17.8,8.3,0.87,11.3,329
27,66.2,6.3,9.7,13.4,4.6,1,13.3,299
32.4,93.5,31.6,45.9,32.9,13.6,2.15,6.6,482
27.4,74.8,2.1,7.5,23.4,6.8,1.22,10.5,431
29,84.3,8.7,14.7,31.6,11.9,1.53,10.4,475
32,60.1,34.2,50.5,34.5,8,1.49,7.8,605
41.4,55,14.8,28.8,27.7,16.4,1.32,5,297
46.8,91,0.2,17,55.2,19.5,2.36,2.5,587
25.3,83.3,33.9,44,35.9,9.1,1.41,6.2,488
38.3,83.2,58.8,79.5,32.7,14,1.55,4.6,709
39.1,85.2,7.1,27.9,35.5,8.9,2.21,3.8,622
26.2,80.8,13.3,15.8,26,7.3,0.98,11.8,602
32.1,84.3,4.2,14.3,37.1,11.6,1.45,3.3,737
29.5,60.6,1,18.5,26.1,7.5,1.55,8.9,438
30.4,60.8,57.8,78.2,37.7,13.7,1.79,3.8,631
25.9,71.3,2.5,4.7,13.3,3.9,1.09,15.4,229
27,78.6,1.8,6.3,19.4,5.1,1,13,202
40.4,107.6,31.2,56.4,41.8,19.9,2.14,7.4,767
31,78,1.5,5.7,20,4.7,1.02,11,279
28.1,78.4,26.9,33.2,21.9,5,0.77,11.3,249
27.5,88.9,40.1,68,32.1,13.8,2.25,4.8,413
31.3,56.1,2.3,11.6,21.1,9,1.41,10.9,588
26.2,44.5,12.4,17.9,13.3,0.5,0.76,14.8,296
31.9,69,85.7,103.6,25.8,12.5,1.65,5.2,621
27.8,78.1,1.1,19.8,26.7,10.7,1.28,9.3,376
29.4,52.6,0.3,8,25.2,6.5,0.98,10.9,429
31.8,90.8,11,19.1,35.1,8.3,2.1,4.2,513
19.6,59.7,10.2,18.3,23.2,0.9,1.03,10.7,238
28.3,39.7,52.1,56.7,28.9,0.6,0.99,15.1,384
27.7,56.4,31.4,36.7,13.6,5.6,1.02,12.6,335
34.2,51.9,4.1,11.6,14.5,5.4,1.17,10.2,421
21.8,55.6,11.2,20.6,13.5,6.4,1.05,10.8,577
44.6,78.5,37.5,42.2,39.1,30.8,2.95,5,743
20.3,44.4,1.7,11.6,18.2,3.4,1.16,14.3,407
21.3,63.9,6.1,8,25.7,15.7,1.35,8,610
28.7,41,5.9,10.7,19.7,8,1.01,11.6,387
29.2,112.4,21.9,39.6,37.6,17.5,2.99,4.3,689
32,89.4,3.6,17.4,21.8,15.8,1.34,5.4,325
35.4,78.8,14.3,23.8,26.8,14,1.3,7.3,346
22.2,53.1,13.8,15,21.5,4.1,1.06,14.5,276
36.4,94.9,7.2,32,30.4,5.8,1.92,5.9,565
22.9,68.2,1.6,7.3,22.8,3.3,1.06,12.7,356
35.8,60.1,2.9,13.9,22.2,14.5,1.59,7.7,661
20.5,80,1,3.2,23.6,2.8,0.91,13.4,276
43.7,66.8,33.4,36.4,34.5,8,1.79,4.7,608
22.6,69,1.2,7.7,12.2,5.6,1.18,11.8,481
20.1,64.4,1.5,8,14,7.6,0.85,10.8,512
27.4,73.3,4.1,8.8,17.5,2.8,1.14,12.3,337
20.3,52.3,2.2,6.1,19,5.7,0.9,10.4,359
25.8,76,9.3,13.3,18.8,4,0.89,13.3,321
30.4,58.9,0.2,4.5,19.6,5.5,1.06,10.7,355
34.7,63.4,79.7,92,29.9,4,1.36,6.1,566
22.4,46.5,7.1,12.7,27.8,3.4,0.92,10.9,473
35.7,53.1,43.4,52.7,26.4,6.1,1.51,6.9,659
32.7,63.2,34.4,39.6,28.8,11,1.54,7.2,296
29.9,51.4,2.8,14.2,23.7,10,1.43,9,321
28.7,63.9,13.5,25.3,16.2,10.9,1.17,6.3,478
28.7,89.4,3.3,10.7,24.1,-0.1,1.89,12.3,590
34.6,81.4,21.9,32.1,29.6,1.9,1.19,6.9,512
24.1,45.5,31,35.5,18.3,4,0.91,10.4,396
26.1,61.7,5.3,8.6,19.5,9.1,1.07,15.4,381
22.8,65.1,3.1,10.6,11.1,4.9,0.88,12,500
33.6,90.6,16.7,22.9,33.8,10,1.69,15.4,486
26.5,70.7,6.9,16,21.9,5.6,1.01,12.7,303
22.4,65.2,34.2,38.7,28.2,5.9,1.02,10.7,532
38.3,86.8,38,50.8,22.5,7.1,1.41,5.4,311
27.7,79.4,10.8,16.8,14,7.7,0.92,10.3,348
29.2,58.3,18.1,21.8,16.9,5.3,0.98,16,219
22.2,98.7,13.2,35.8,24,12.6,1.54,3.8,471
39.1,88.5,27.6,38,28.2,7.1,1.85,5.6,659
29.7,80.8,7.3,14.8,30.4,7.2,1.73,8.4,606
34,86.5,48.7,58.1,59.3,9.6,3.37,4.3,909
22.7,80.1,0.2,14,20.6,11.9,1.51,5,376
31.8,81.3,3.4,12.6,20.9,13.5,1.19,5.6,494
23.1,59.7,13.3,25.3,22.9,14.1,1.3,6.3,598
46.1,100.3,144,169.8,42.5,16.1,2.3,7.3,443
24.3,78.1,0.5,5.2,24.3,2.6,1,12,517
35.5,82.5,2.5,13.1,21.4,11.7,1.33,6.2,692
24.5,64.4,0.6,6.4,10.2,3.8,1.14,13.3,254
23.4,54.9,13.7,18.9,22.6,5.3,1.12,13.5,269
29.9,81,3.9,14.9,25.2,10.9,1.24,6.4,366
34.7,87.7,44.8,46,35.8,11.9,2.11,4.5,473
33.9,83.1,18.1,42.9,36.4,24.7,1.95,3.5,749
21,48,10.5,14.3,22.3,6.9,1.08,13.5,555
29.8,76.4,3.5,8.2,22.1,4.9,0.93,11.5,284
28.9,52.7,0.3,6.5,15.7,5.7,1.14,11.9,568
29.9,54.2,24.6,38.5,30.9,14.1,1.67,7,359
25.2,57.1,15.7,21.6,24.4,3.9,1.01,10.2,261
25.7,69.6,3.8,7.4,25.1,4.6,0.97,10.2,310
24,75.7,1.6,5.8,24.7,2.3,1.08,11,355
36.9,65.3,55.3,60.3,42.4,14.9,1.77,3.9,613
25.9,41,1.8,0.1,20.4,3.5,1.13,15.2,293
33.3,39.9,14.7,20.8,19.7,8.4,1.06,11.2,339
31.2,84,28.6,39.4,24.6,12.2,1.3,6.4,438
38.3,57,1.8,12.1,30.1,5.3,1.36,5.8,355
31.3,73.7,20.3,30.7,31.5,12.5,1.76,7.3,512
35.5,73.2,45.6,49.2,31.7,11.6,1.44,5.6,444
23.6,47.9,4.4,9.8,18.4,4.3,0.95,11,319
36.1,82.6,28.1,28.1,31.7,12.7,1.52,9,601
25.3,79.8,2.3,10.9,33.5,14.1,2.04,4.3,602
22.8,59.5,14.2,18.9,24,5,0.79,15.9,528
33.6,72.6,24.5,31.2,24.1,14.8,1.3,6.7,489
46.7,65.7,102.5,122.1,43.7,6.9,1.9,3.9,556
26,52.7,3,11.4,16.9,3.8,0.92,10.5,457
36.7,67.4,12.4,22.7,38.4,2,2.04,6.9,705
32.2,55.7,17.2,30.4,36.3,1.6,1.31,5.4,617
17.4,45,1.8,5.9,20.4,5.7,0.86,10.5,311
30.6,58.2,8.8,13.1,17.5,14.4,1.35,6.3,328
37.7,64.9,13.5,27.2,38.4,9.6,2.23,3.6,641
24.7,79.4,36.3,47.9,21,9.9,1.67,10.3,549
23.8,44.4,7.5,11.9,23.1,3.1,0.9,11.5,602
29,79.7,92.7,112.4,33.2,6.9,1.84,14,785
37.3,49.5,13.1,28.5,31,14,1.52,6.4,300
33.2,67.6,28,36.5,30.3,19,1.99,3.8,571
23.6,49.1,17.4,24.3,25.4,2,0.91,12.3,433
21.9,80,1.1,6,21.8,11.4,1.77,6.5,642
36.4,82.7,19.7,36.6,39.2,15.9,1.72,9,782
34,83.1,10.5,25.8,22.6,5.7,1.28,5.4,522
30.2,79.7,21.1,25.3,30.6,6.5,1.63,5.9,609
23.3,71.1,23,39,29.5,11.6,1.21,15.6,404
24.8,39.7,5,13.2,20.3,5.8,1.1,10.5,418
23.6,72.3,0.8,13.8,26.4,11,1.68,6.2,543
34.4,95.4,76,95.5,20.8,13,2.78,6.2,657
26.3,49.5,1.6,5.6,22,1.2,1.05,11.2,207
44.3,87.7,14,22.3,37.2,18.2,2.75,4.4,471
30.8,68.9,2,11.5,23.6,13,1.46,7.1,638
25.6,73.6,4.9,9.3,23.1,-0.1,1.08,18.8,547
36.1,84.1,25.6,42,35.7,14.7,2.39,5.3,444
37.6,80.6,8.5,17.8,25,15.2,1.65,4.1,768
30.1,54.1,16.8,24.6,16.8,8.2,1.02,11.1,201
29.4,76.2,12.9,28,27,13.9,1.58,7.8,696
33.6,48.8,19.2,27.3,17.1,4.3,1.04,11.1,267
27.4,67.7,36.3,42,27,19.6,1.35,7.4,511
24.7,38.8,16.9,24.5,16.6,3.4,1.06,11.2,485
30.2,77.2,34.4,44,33.6,12.7,1.34,6.4,372
32.7,56,57.9,68.6,22.9,15.7,1.32,6.7,542
40,84.4,47,59.3,22.4,3.1,1.51,6,453
27.9,82.5,8.3,24.2,29,9.4,1.78,5.6,349
32,62.5,0.1,5.1,20.2,4.6,0.89,10.2,201
37.1,84.7,31.7,57.6,28.8,19.6,2.25,7.5,672
29.8,61,12.4,18.5,21.8,4.8,0.94,10.4,490
32.9,66.9,5.2,8.6,30.6,14,1.47,10.5,485
21.9,67.3,12.2,16.1,24.1,4.8,0.92,10.3,244
28.9,80.1,8.6,19.7,31.1,10.3,1.61,8.1,562
39.1,84.8,4.6,19.1,33.3,5.9,2.11,5.1,620
37.5,93.5,38.5,45.1,32.7,14.6,1.74,4,454
40.7,67.9,12.1,30.6,35.9,18.9,2.24,5.5,504
44.2,63.5,120.8,137.5,38.7,22.6,1.41,3.4,707
25.1,59.5,6,11.3,25.8,0.7,0.9,10.7,231
47.4,64.8,68.5,80.6,38.5,13.5,2.54,4,633
25.7,63.6,11.8,21.3,31.8,10.9,1.62,7,492
25.7,77.9,16.2,22.9,12.2,8.1,0.95,11.5,326
28.8,58,3.7,3.6,24.5,3.1,1.11,10.9,519
44.5,81.7,85.6,107.6,34.2,34.9,2.45,7.5,682
26.6,44.6,16.5,21.6,17.1,6.6,0.98,13.7,555
22.9,64.5,2.3,8.8,11.3,7.2,1.13,11.2,361
36.4,99.6,56.6,65.3,30.6,21.2,2.9,4.4,699
26.4,75.1,3.5,8.5,25.1,2.1,0.96,13.4,543
24,55.5,4.1,5.7,12.7,4.3,0.89,13.9,545
24.6,58,7.5,19,25.7,3.4,1.57,12.7,617
42.2,94.7,96.4,115.5,45.6,10.1,2.29,4.7,570
27.1,70.2,2,6.2,23,3.5,1,10.1,271
25.6,61.4,8.9,8.8,18.1,5.4,1.07,12.1,593
39.3,63.5,135.7,148.8,28.1,16.1,2.05,3.9,714
26.3,74.2,0.1,10.9,32.6,10.4,1.38,7.7,511
29.4,50.2,0.5,13.4,23.4,7.9,1.64,19.4,448
22.7,64.4,14.2,22.5,21.5,8.1,1.06,12.2,389
28.4,83.9,28.4,32.2,33.5,9,1.74,6,425
35.9,49.6,8.2,26,20,8.4,1.57,5,361
29.2,60.4,20.9,32.5,34.9,4.5,2,8.1,406
26,66.5,1.7,5.4,20.2,5.8,1,10.2,399
33.5,81.2,23.4,56.5,34.2,27.2,1.95,3.7,600
29.7,72.2,9,10.4,19.6,5.6,1.09,10.6,409
32.3,76.8,19.1,38.4,23.9,12.6,1.69,6.2,674
29.1,58,8.9,13.8,14.6,5.1,0.97,11.3,582
29.6,81.7,1.2,17.7,20.8,8.4,1.75,6.8,308
21.4,67.9,10.9,13.7,16.1,5.8,1.02,12.7,241
30,54.7,38.3,43.8,32.8,7.7,1.28,6.7,610
24.7,46.2,22.9,25,14.4,5,0.78,10.1,356
45.5,67.6,51.4,64.5,36.9,9.4,1.93,4.2,467
29.3,92,18.4,42.3,32,26.4,3.1,3.9,515
30.3,89,6.3,9.3,23.5,14.3,1.88,7.8,365
30.2,77.4,9.5,26.4,20.9,10.8,2.29,3.7,648
42.2,86.6,23,34.8,34.9,6.2,1.96,3.8,635
22,56.3,5.7,12.5,16.8,6.1,1.01,12.2,230
26.7,62.1,12.7,16.7,15.8,3.8,1.04,13.6,276
30,78,9.7,14.5,15.5,7.2,1.05,12.3,554
25.4,62.6,4.2,7.4,18.3,4.5,1.03,10.5,518
26.4,58.4,10.6,15.2,26.4,6.8,1,10,350
24.4,67.7,0.3,4.3,17,6.9,0.93,13.3,370
19.2,50.8,9.6,11.7,23.3,4.7,1.04,10.1,392
25.1,74.2,8.1,10.7,20.2,5.8,1.01,13.6,341
21.2,78,6,15.4,20.2,5.5,1.03,10.5,446
26,63.6,26.7,44.6,27.6,6.8,1.38,6.5,444
31.4,81.3,12.3,15.1,31.7,11.9,1.44,5.5,447
33.5,77.4,14.6,23.4,29.4,7.5,1.59,6.1,480
33,84.1,1.6,23.8,31.4,-3.4,2.1,4.3,493
24.9,56.5,2.4,7,18.6,6.1,1.12,13.7,333
37.7,83,109.4,119.8,43.1,11.3,1.64,6.1,614
25.5,69.6,8.1,13.5,14.5,7.5,1.12,10.3,313
23.2,86.5,3.1,21.4,22.3,15,1.56,7.3,601
39.6,94.6,10.4,33.3,28.4,17.3,2.11,3.8,533
25.7,67.7,43,52.4,22.5,7.2,1.35,6,415
27.7,78.7,1.1,20.5,28.2,9.8,1.53,5.5,449
36.8,87.2,41.4,57,35.9,20.6,1.7,3.6,749
34,63.3,15.3,16.3,19.1,10.4,1.54,12.7,387
31.9,91.7,5,6.8,24.8,16.8,2.05,3.5,828
32.5,68.3,33.2,40.1,29,9.5,1.52,6.5,410
27,45.2,3.2,6.5,24.1,2.7,0.95,11.7,274
18.1,62.9,23.2,26.6,12.7,5.1,0.92,12.2,476
35.4,71.3,6.3,19.7,34.4,19.2,2.35,5.4,714
22.3,60.5,17.2,23.1,16.2,5.7,1.07,11.2,586
29.6,63.1,12.8,15.9,22,3.8,1.16,11,377
21.3,71.3,29.9,35.2,21.9,3.1,1,10.8,372
22.1,50.4,4,11.5,14.3,9.7,0.95,13.6,466
20.4,43.9,11.8,15.9,25.7,9,1.06,13.8,480
40.8,80,27.9,44.3,52.3,19.3,2.06,3.8,530
45,76.7,15.8,21.9,45.2,24.1,2.91,11,808
23.2,71.8,56,70,26.3,14.6,1.69,5.7,392
30,78.1,38.4,55.7,30.8,16.4,1.45,5.9,739
43.5,91.7,43.6,71.4,30.7,18.7,2.92,4.7,873
34,104.3,25.9,44.1,41.7,15.9,2.35,7.1,676
20.5,45.2,16.9,21.6,26.2,4.9,1.08,10.1,236
24.4,63.5,3,6.7,17.4,5,0.96,15.5,223
32,79,117.8,127.8,39.4,28.4,2.75,9.2,774
23.8,92,20.3,37.8,44,5.5,2.29,4,433
31.7,72.4,49.3,57.3,28.1,5.2,1.31,6.6,373
34.1,61.4,6.8,16.3,41.3,15.3,1.57,7.3,624
39.4,80.3,37.6,53.3,39,13.6,1.99,4.4,448
26.9,60.6,1.2,6.4,20.5,7.6,0.92,11.6,267
27.7,71.7,34.5,43.9,21.7,8,1.6,8.2,385
35.7,102.1,39.7,49.8,19.5,13,2.04,7.2,472
20.1,55,8.5,10.7,24.6,6.3,1.07,17.2,431
22.9,71.8,2.8,10.5,21.4,3,1.04,11.6,520
25.5,65.8,20.5,24.1,15,4.1,1.03,10.6,543
26.2,55.8,16.3,21.6,23.5,6.1,1.08,11,535
30.4,64,9.3,10.3,35,4.9,1.57,5.6,708
23.2,78.4,16.8,19.3,23.9,7.9,1.44,11.4,456
31.4,73.5,3.8,11.4,30.4,2.5,1.69,8.8,618
28,72,3.2,11.7,28.9,16.6,1.4,5.2,420
19.7,75.3,7.8,13.9,21.2,6.4,1.25,10.9,402
23,50.6,8.2,15.2,21.5,3.7,1.01,10.6,264
32.2,78.1,0.4,6.2,26.7,13.8,1.64,5.1,540
27.4,62.4,2.8,9.2,23,3.2,1.14,10.2,243
33.1,91.3,8,24.3,32,23.6,2.28,4.2,587
32.6,79.6,42.8,51.4,14.1,13.3,1.55,7.5,633
36.4,111.6,35.8,67,43.1,8.3,2.32,8.3,813
33.6,50.5,19.6,31.4,31.5,14.2,1.7,8.2,456
32.2,77.3,6.3,18.6,17.3,13.3,1.6,8.4,454
47.3,64.8,2.5,21.8,41,17.3,1.95,2.6,779
24.6,78.6,8,12.4,23.1,4.4,0.98,10.1,501
34,90.1,34.4,40.7,35.8,6.2,1.42,8.8,510
18.8,76.1,14.9,21.5,14.5,3.8,0.86,11.1,342
36.7,103.1,7.3,25.2,52.7,14.7,2.52,2.6,594
23.5,66.6,13.7,20,20.2,5.9,0.77,11.3,347
23.8,73.7,14,16.6,14.5,2.3,1.17,10.2,606
30.1,93.4,7.8,14.4,21.5,11.8,1.5,5.1,585
32.2,89,50.8,70,24.9,24.5,2.6,3.5,527
26.5,54.1,12.3,15.3,20.3,5.3,0.99,12.7,374
42,77.9,9.5,31,37.6,17,2.38,12,484
31,42,8.4,12.3,15.1,7.3,0.88,11.8,594
20.2,40.4,3.6,13.5,20.5,5.4,1.03,11.9,475
26,79.9,22.6,28.3,22.7,5.9,1.37,12,323
25.2,71.5,3.5,9,11.3,5.6,0.88,10,393
39.3,92.3,16,36.1,51.6,23.9,2.3,7.3,476
31.8,62.9,116.1,127.6,30,10.2,2.26,3.8,790
41,80.9,27.8,56.5,43.4,23.8,2.95,8.4,556
27.7,45.9,7.1,8.4,21,6.8,1.14,10.4,245
26.3,47.2,3,5.5,24.7,0.7,1.08,10.7,368
45.8,62.3,36.2,54.1,32.3,19,2.8,4.3,616
31.2,51.4,28.1,41.1,15.6,12.1,1.44,5.7,386
43.3,62.4,23.3,47.6,39.7,10.8,2.98,2.8,586
28.6,71.9,4.1,17.7,44.3,4.1,1.48,4.9,780
26.8,42.1,5.4,11.7,20.1,4.5,0.85,13.1,276
34.8,68.1,64.3,74.2,39.9,11.2,2.26,4,537
36.5,119.4,59.3,89,32.7,24,2.14,3.2,585
21.1,55.8,28.7,42.8,23.6,6,1.52,7.5,424
34.1,97.9,54,76.8,31.6,16.4,2.15,6.6,513
21.9,71.6,6.1,11.4,15.5,5.4,0.95,11.6,585
28.7,77.3,23.1,24.7,12.1,7.6,1.02,10.7,577
24.9,60.1,8.8,16.7,22.5,2.6,0.97,15.5,589
35.2,67.4,32.5,44.7,28.7,7.7,2.64,3.7,654
32.7,50.3,26.8,40.9,22,8.1,1.68,9.1,417
20.1,66,1,3.5,17,2.6,1.02,10.6,573
29.8,67,23,39.7,27.3,12.5,2.27,7.2,639
43.5,89.6,20.9,46.8,41.5,14.2,2.31,5,594
35.1,71,2.6,16.5,19,10.3,1.61,7.3,374
38.2,84.1,28.5,35.4,20.9,12.9,1.55,6,697
34.9,81.1,38.2,52.3,20.9,7.5,1.68,5.5,672
27.4,76.9,3.2,10.3,13.7,5.9,1.1,10.6,224
35.6,65.8,21.8,36.3,30.3,9.2,1.6,5.1,691
31.7,52.4,11.2,22,32.4,13.3,1.52,7.3,460
17.5,45,21.2,25.9,14.3,5.3,0.78,12.1,492
35.1,61.5,26,46.4,32,15,1.55,10.5,731
22.2,69.7,19.1,21.7,25,9.2,1.15,12.5,595
26.4,77.1,20.6,24.8,24.1,12.4,1.46,6.7,576
26.7,54.6,3.1,7.1,29.9,9.1,1.44,9.6,509
23.3,45.2,24,29,26.6,5.3,0.96,10.9,575
26.4,51.5,24.8,27.2,21.8,3.7,0.93,13.7,215
36.2,56.8,27.1,35.3,30.8,8.1,1.47,5.7,388
27.3,57.7,4.9,10.6,17.9,1.4,0.92,12.8,397
30.1,77.9,2.7,4.7,11.4,3.4,0.96,11.5,235
36.6,109.9,0.4,16.4,39.9,13,1.57,5.9,690
26.7,54.1,4.7,16.1,21,6.3,1.24,5.7,613
44.8,113,30.2,52,41.5,23.3,2.53,3.3,677
26.7,68.4,2.8,10.4,24.4,2.3,1.12,11.6,545
26.3,86.9,4.5,22.1,37.1,11,2.22,5.1,556
24.3,50.6,9.1,13.1,13.6,6.9,0.99,11.5,245
22.5,80.2,2.5,5.6,12.8,3.1,1.09,12.3,278
39.4,109.1,34.9,56.8,36.1,3.1,2.02,5.7,454
33.7,80.9,9.6,26.4,30.5,22,2.76,4.3,446
26.6,68.5,10.4,16.2,25.7,2.2,0.85,10.9,231
22,60.6,5,11.8,22.6,3.7,1.04,13.5,523
28.3,64.4,5.8,11.8,20.5,4,0.98,11.6,485
27,42.7,1.5,8.2,16.2,6.2,0.93,10,328
27.3,77.9,20.9,33.3,32.8,9.9,1.3,7.5,580
22.4,50,15.7,21.1,16,5.7,1.06,13.4,433
32.3,87.5,1.1,5.4,23.1,8.7,1.52,8.3,343
25.7,69.3,64.5,78.8,26.5,10.3,1.87,12.2,579
37,96.6,14.8,25.2,40.6,14.7,2.11,10.2,673
21,54.3,7.5,11.7,19.5,4.4,1.05,10.1,569
30.1,88.2,66.2,70.9,25,14.4,1.37,6.4,512
21.9,52.7,7.3,13.7,26.9,5.8,1.16,12.2,232
23.8,42.1,2.5,7.3,15.1,3.8,1.12,12.8,529
25.4,54.5,4,9.8,14.8,6.6,1.02,11,480
18,44.7,18.5,22.8,21.2,9.6,0.99,16,470
28.9,91.1,12.3,22.6,29.5,6.3,1.21,6.3,351
44.9,82.7,33.8,51.4,32.1,14.7,2.49,3.8,514
47.1,61.2,15.8,34.2,29.7,18.3,1.56,10.4,675
39.1,82.9,56.7,69.3,39.7,8.2,2,3.6,543
25.4,71.8,1.8,11.8,21.3,10.2,1.33,7.2,506
28.1,67.7,26.4,34.1,22.8,4.9,0.86,13.6,238
33.3,59.8,53.4,57.2,34.9,14.6,1.81,15.8,629
31.6,71.5,11,24.3,24.5,17.1,1.57,8,560
27.4,67.4,10.8,32.6,51.6,25.2,2.88,2.6,846
23.5,75.6,9.5,14.1,25.4,6.2,1.03,11,239
33,87.8,18.1,27.3,19.4,12.2,1.78,5.2,529
37.9,80.9,76.2,106.7,40.9,9,2.11,5.9,737
27.4,62.4,1.4,4.2,17.7,3.1,1.04,10.9,577
21.3,91.2,3,18.5,37.5,14.2,2.76,3.2,764
28.2,52,15.9,19.6,21,5.3,1.16,19.4,496
37,86.3,81.3,110.8,41.3,16.2,2.97,2.5,841
25,68.8,0.4,5.6,14.1,5.1,0.94,10.4,595
23.6,73,10.5,13.8,17.1,6.3,1.03,10.4,571
25.7,68.2,0.7,8.1,22.4,5.3,1.04,13.4,523
35.4,108.9,49.7,71.8,48.3,18.6,2.53,4.8,712
32.5,89.5,40.5,56.8,31.3,18.7,1.86,8.1,630
26.4,61.8,41.4,52.3,23.2,2.3,1.74,5.3,499
22.2,79.3,39.8,49.8,22.4,5.6,1.49,5.5,351
40.1,70.6,9.2,17.9,29.2,18,2.16,4.6,569
45.9,66.1,2.5,19.2,33.8,27.7,2.12,5.5,472
34.5,62.3,12.9,27.6,27.3,7.7,1.58,6.7,474
25.8,40.3,2.2,6.6,24.1,8.2,0.99,10.6,438
29.8,49,3.1,6.4,22.1,1.8,0.97,11.6,277
34.3,89.5,9.4,15.6,28.4,9.4,1.48,6,505
45.4,82.6,12.9,29.4,41.6,14.1,2.29,5.1,841
24.8,80.3,9.2,14,12.2,4.8,0.9,11.1,277
32.9,102.4,26.6,41.3,26.6,15.7,1.86,5.4,394
19.1,64.9,2.5,10.5,26,6,1.08,10.4,368
40.1,93.5,51.1,54.6,27.7,13.8,2.16,8.4,400
49.8,79.3,40,59,19.9,19,2.41,4.1,829
37.3,91.6,28.9,30.2,34.7,8.9,2.11,3.9,754
20,48.7,1.9,10.8,24.1,4,1.13,10.9,448
25.3,62.8,3.3,12.6,19.7,5.4,0.95,13.1,305
32.4,95.7,0.7,5.8,43,21.2,1.87,3.9,525
28.7,63.2,10.7,16.8,22,6.4,0.76,15,319
24.7,56.3,2,5.5,13.9,4.1,0.89,12.2,510
25,50.9,4.9,11.4,23.4,2.8,1.1,13.7,196
27.4,74.7,25.9,31.1,29.5,17.3,2.28,5.8,501
27.6,62,15.5,24.6,27.4,7.2,1.76,5.7,556
37.6,81,11.8,29.5,39.5,22.3,2.32,3.8,616
21.6,56.3,29.5,35.8,26.1,2.2,0.98,11.1,298
31.8,67.6,9.8,15.1,29.2,2.1,1.64,6.7,454
35.5,69,22,38.7,35,9.9,2.1,6.1,490
29.7,70.4,6,8.6,17.4,3.2,1.42,8.5,586
40.9,85.1,12.6,47.9,32.6,26.5,2.03,3.9,783
28.7,80.2,15.8,23.3,17.5,7.8,0.87,10.2,512
22.3,49.8,14.4,18.5,16.5,4.3,1.1,15.4,500
33.6,46.7,11.1,22.2,23.7,3.8,1.16,10,592
23.7,51.7,19.1,22.2,24,7,1.07,10.6,371
25.6,52.6,1.9,3.6,13.5,6.2,1.07,11.4,492
34.4,85,39.8,43.4,22.9,7.6,2.3,4.3,630
26.7,42.5,20,24.9,22.1,8.4,0.95,15,309
48.6,88.7,37.5,64.1,34.3,5.6,1.75,6.2,592
38.6,111.4,9.9,20,36.3,22.5,1.74,7.5,591
32.6,77.3,12.9,33.1,38.9,8.3,1.86,4.3,529
26.3,74.9,20.1,27.4,25.4,3.8,1.62,5.3,358
38.5,95.4,66.9,92.3,46,15.7,2.63,4.1,654
31.9,93.9,32.7,44.6,38.8,16.7,2.52,3.4,564
24.3,66.2,71.6,76.4,14.9,6,1.03,11.2,325
20,71,15.6,21,20,6,0.89,14.4,575
27.7,66.3,12.1,16.9,23.3,6.2,1.06,10.7,287
24,86,35.5,50.3,29.5,7,1.56,5.1,586
19.2,45.1,26.4,28.8,26.8,7.5,0.92,11.3,208
36,70,2.1,14.1,37.2,21.4,2.18,5.4,495
25.6,63.4,16.1,20.9,24.1,2.9,1.04,10.9,303
26.8,82.3,25.1,35.7,15.4,9.4,1.72,11.7,332
18,68.7,6,9.3,21.2,6.5,1.15,15.9,266
24.6,47.1,17.3,23,14.8,5.5,1.05,12.8,412
29.4,92.3,10.7,18,21.7,16.7,1.88,6.2,628
33,53.6,34.8,48.4,27.3,14.5,1.67,5.4,566
25.5,49.5,16.6,20.5,24.3,2.8,0.94,10.4,227
27.9,60.9,1.9,6.7,14.5,5.6,1,11,383
19.7,77.9,1.7,10.5,16.9,5.1,0.68,13.5,538
26.9,81.9,28,40.2,23.5,8.7,1.41,5.9,379
22.9,79,21.3,29.3,20.7,6,0.98,10.2,588
22.7,56.4,1.9,6.7,12.6,3.6,1.05,11,472
27.7,51.1,16.1,20.2,26,6,0.99,10.6,562
19,55.4,9.4,14.5,24.3,4.5,1.03,10.6,478
37.9,84.7,8.4,38,48.7,3.4,2.05,3.8,729
34.4,75.4,13.2,18.3,34.4,8.4,1.42,6,613
22.9,51.9,5.5,9.6,24.2,6.9,1.15,10.3,345
29.8,74.7,34.9,40.7,7.4,3.3,0.94,11.1,369
33.6,51.9,55.3,62.7,36.2,1,2.41,5.6,403
38.7,71.8,2.1,20.3,54.4,9.9,2.99,8.6,625
35.1,92.9,16.9,37.8,40.1,16.8,1.86,6.5,777
24.4,53.1,3.6,10.5,15,7,1.04,10.2,353
28.4,77.5,39,55.4,24.2,7.4,2.06,8,707
23.5,51.6,0,8.3,23.5,7.4,0.92,19.7,450
